City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
413,Aykhal,RU,66.0,111.5,-8.99,100,85,8.23,overcast clouds
414,Ilabaya,PE,-17.4208,-70.5133,75.69,42,68,10.78,broken clouds
415,Puri,IN,19.8,85.85,80.6,89,40,4.61,haze
416,Riyadh,SA,24.6877,46.7219,96.8,8,40,9.22,scattered clouds
417,Maniitsoq,GL,65.4167,-52.9,31.46,94,99,4.16,overcast clouds
418,Madang,PG,-5.2246,145.7966,76.46,91,100,6.62,overcast clouds
419,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.61,50,7,5.86,clear sky
420,Encarnacion,PY,-27.3333,-55.9,89.6,48,0,11.5,clear sky
421,Bowen,AU,-20.0167,148.2333,77.0,88,90,6.91,overcast clouds
422,Itoman,JP,26.1247,127.6694,71.6,73,40,14.97,scattered clouds
423,Suluq,LY,31.6682,20.2521,66.38,23,61,5.39,broken clouds
424,Huangzhou,CN,30.45,114.8,60.8,88,0,5.06,light rain
425,Rong Kwang,TH,18.339,100.3174,80.01,66,43,0.87,scattered clouds
426,Kinshasa,CD,-4.3246,15.3215,93.2,46,20,8.05,few clouds
427,Honolulu,US,21.3069,-157.8583,69.8,68,40,4.61,scattered clouds
428,Tucupita,VE,9.0622,-62.051,87.37,56,100,2.73,overcast clouds
429,Gamba,GA,-2.65,10.0,77.9,84,100,5.55,overcast clouds
430,Shetpe,KZ,44.1667,52.1167,76.06,21,14,15.55,few clouds
431,Vila,PT,42.0304,-8.1588,57.0,82,100,3.0,overcast clouds
432,Kalmunai,LK,7.4167,81.8167,80.8,76,43,5.77,scattered clouds
433,Sisimiut,GL,66.9395,-53.6735,27.91,80,99,4.61,overcast clouds
434,Kjollefjord,NO,70.9457,27.3465,29.93,71,91,15.88,overcast clouds
435,Awallan,PH,17.9244,121.913,71.24,92,26,2.57,scattered clouds
436,Paratinga,BR,-12.6906,-43.1842,91.45,31,95,4.63,overcast clouds
437,Pozuelo De Alarcon,ES,40.4329,-3.8134,66.0,52,40,9.22,scattered clouds
438,Honningsvag,NO,70.9821,25.9704,33.51,68,87,23.8,overcast clouds
439,Isparta,TR,38.0,31.0,41.0,45,75,18.41,light rain
440,Vanimo,PG,-2.6741,141.3028,76.71,90,100,6.24,moderate rain
441,Vestmannaeyjar,IS,63.4427,-20.2734,35.6,60,75,4.61,broken clouds
442,Smederevo,RS,44.6628,20.93,64.4,27,0,2.3,clear sky
443,Tshikapa,CD,-6.4167,20.8,72.54,91,98,4.29,moderate rain
444,Anuradhapura,LK,8.3565,80.4173,76.75,85,60,3.89,broken clouds
445,Gambela,ET,8.25,34.5833,89.1,25,94,3.09,overcast clouds
446,Kalas,IN,18.1667,74.8,87.76,32,90,5.88,overcast clouds
447,Gat,IL,31.61,34.7642,59.0,57,22,1.01,few clouds
448,Micheweni,TZ,-4.9667,39.8333,80.76,80,49,10.02,scattered clouds
449,Coihaique,CL,-45.5752,-72.0662,53.6,54,75,4.61,broken clouds
450,Zhangjiakou,CN,40.81,114.8794,53.2,51,99,6.29,overcast clouds
451,Tsogni,GA,-2.7942,10.0988,76.73,87,100,5.61,overcast clouds
452,San Joaquin,US,37.9333,-121.3011,57.99,62,1,9.22,clear sky
453,Nizhnyaya Poyma,RU,56.1622,97.1933,19.56,94,10,1.77,clear sky
454,Salinopolis,BR,-0.6136,-47.3561,84.47,68,37,12.26,scattered clouds
455,Carlyle,US,38.6103,-89.3726,57.0,94,100,4.0,light rain
456,Mezen,RU,65.8522,44.24,38.66,82,100,15.64,overcast clouds
457,Fortuna,US,40.5982,-124.1573,52.0,71,40,12.66,scattered clouds
458,Raymondville,US,26.4815,-97.7831,88.0,65,75,11.5,broken clouds
459,Mecca,SA,21.4267,39.8261,80.15,39,1,10.78,clear sky
460,Tongzi,CN,28.7829,105.0877,59.38,77,100,2.82,light rain
461,Tura,IN,25.5198,90.2201,74.91,57,0,8.21,clear sky
462,Ivanava,BY,52.1451,25.5365,49.93,63,23,8.9,few clouds
463,Cayenne,GF,4.9333,-52.3333,82.4,89,75,8.05,light rain
464,The Valley,AI,18.217,-63.0578,82.4,53,20,10.36,few clouds
465,Port Elizabeth,ZA,-33.918,25.5701,66.2,88,0,3.44,clear sky
466,Praia,CV,14.9215,-23.5087,80.6,47,20,21.85,few clouds
467,Garcia Hernandez,PH,9.6144,124.2946,78.6,83,31,4.0,scattered clouds
468,Chor,PK,25.5167,69.7667,89.37,7,0,6.13,clear sky
469,Tashla,RU,51.7716,52.7427,55.2,74,100,17.07,overcast clouds
470,Kuryk,KZ,43.2,51.65,67.41,39,9,3.71,clear sky
471,Coos Bay,US,43.3665,-124.2179,48.0,81,90,8.05,overcast clouds
472,Labuhan,ID,-6.8844,112.2051,78.98,86,87,4.09,moderate rain
473,Tezu,IN,27.9167,96.1667,70.86,60,28,4.92,scattered clouds
474,Bitung,ID,1.4451,125.1824,73.4,100,40,2.3,scattered clouds
475,Mae Hong Son,TH,19.3003,97.9685,75.09,80,51,0.13,broken clouds
476,Iguape,BR,-24.7081,-47.5553,83.57,53,19,4.56,few clouds
477,Gasa,PS,31.5,34.4667,59.0,57,10,1.01,clear sky
478,Huarmey,PE,-10.0681,-78.1522,73.96,78,87,8.32,overcast clouds
479,Palmer,US,42.1584,-72.3287,71.01,52,40,6.91,scattered clouds
480,Freeport,US,40.6576,-73.5832,64.0,72,90,8.05,overcast clouds
481,Tecuala,MX,22.3986,-105.4569,86.92,35,41,4.59,scattered clouds
482,Kulhudhuffushi,MV,6.6221,73.07,83.64,66,39,2.06,scattered clouds
483,Armizonskoye,RU,55.9461,67.6736,33.98,99,100,6.62,overcast clouds
484,Manzil Salim,TN,35.8567,8.4765,71.6,23,0,9.22,clear sky
485,Eldorado,BR,-23.7869,-54.2836,89.91,28,4,9.73,clear sky
486,Wajima,JP,37.4,136.9,44.58,67,1,9.06,clear sky
487,Noshiro,JP,40.2039,140.0242,39.51,71,39,3.74,scattered clouds
488,Santa Cruz Cabralia,BR,-16.2781,-39.0247,82.4,65,20,6.91,few clouds
489,Tanabe,JP,33.7333,135.3667,46.99,77,52,5.91,broken clouds
490,Porto Belo,BR,-27.1578,-48.5531,84.0,78,0,11.5,clear sky
491,Ulladulla,AU,-35.35,150.4667,57.99,62,1,13.8,clear sky
492,Conde,BR,-7.2597,-34.9075,77.0,100,75,9.22,light rain
493,Mogadishu,SO,2.0371,45.3438,83.26,73,75,13.22,broken clouds
494,Dmitriyevskaya,RU,45.6564,40.7653,42.01,82,100,1.21,moderate rain
495,Veinticinco De Mayo,AR,-35.4323,-60.1727,66.0,63,100,7.0,overcast clouds
496,Kabalo,CD,-6.05,26.9167,71.44,95,98,5.82,light rain
497,Sioux Lookout,CA,50.1001,-91.917,37.4,93,90,10.36,mist
498,Shenjiamen,CN,29.9576,122.298,59.0,89,100,14.54,light rain
499,Luanda,AO,-8.8368,13.2343,86.0,74,40,6.91,scattered clouds
500,Aquiraz,BR,-3.9014,-38.3911,89.6,58,20,18.41,few clouds
501,Saint-Joseph,RE,-21.3667,55.6167,82.4,65,90,3.44,light rain
502,Orodara,BF,10.9492,-4.9342,104.0,14,0,11.5,clear sky
503,Hagenow,DE,53.4333,11.1833,46.0,55,98,7.0,overcast clouds
504,Totness,SR,5.8833,-56.3167,82.69,70,75,7.43,broken clouds
505,Dauphin,CA,51.1494,-100.0502,51.8,30,1,8.05,clear sky
506,Sur,OM,22.5667,59.5289,82.09,63,0,13.29,clear sky
507,Asilah,MA,35.465,-6.0348,66.2,72,40,6.91,scattered clouds
508,Yacuiba,BO,-22.038,-63.6797,87.01,66,75,11.5,broken clouds
509,Demmin,DE,53.9076,13.0314,48.0,42,75,8.05,broken clouds
510,Puerto Leguizamo,CO,-0.1934,-74.7819,91.8,48,44,1.92,scattered clouds
511,Havelock,US,34.8791,-76.9013,75.99,78,40,5.75,scattered clouds
512,Chibombo,ZM,-14.6569,28.0706,63.63,66,21,5.73,few clouds
513,Save,BJ,8.0425,2.486,100.65,23,40,3.67,scattered clouds
514,Pevek,RU,69.7008,170.3133,-26.03,98,81,2.68,broken clouds
515,Mazyr,BY,52.0495,29.2456,46.38,57,29,8.25,scattered clouds
516,Shenzhen,CN,22.5455,114.0683,73.0,89,4,8.25,clear sky
517,Tyup,KG,42.7276,78.3648,39.11,61,11,4.36,few clouds
518,Barneveld,NL,52.1333,5.5833,43.0,91,100,4.0,light rain
519,Naze,JP,28.3667,129.4833,62.82,66,96,19.62,overcast clouds
520,Tilichiki,RU,60.4667,166.1,5.02,86,100,13.78,overcast clouds
521,Bibiani,GH,6.4635,-2.3194,92.25,46,91,6.29,overcast clouds
522,Mehran,IR,33.1222,46.1646,68.0,32,75,9.22,broken clouds
523,Yarmouth,US,41.7057,-70.2286,60.01,67,40,12.66,scattered clouds
524,Pisco,PE,-13.7,-76.2167,72.0,68,0,8.05,clear sky
525,Palmital,BR,-22.7889,-50.2175,85.82,30,8,5.32,clear sky
526,Tullamore,IE,53.2739,-7.4889,44.01,82,100,11.99,overcast clouds
527,Barentu,ER,15.1139,37.5928,84.25,33,80,12.75,broken clouds
528,Luba,GQ,3.4568,8.5547,87.8,66,20,8.05,few clouds
529,Visby,SE,57.6409,18.296,45.0,57,25,16.11,scattered clouds
530,Soe,ID,-9.8607,124.284,63.81,86,23,3.18,few clouds
531,Brainerd,US,46.358,-94.2008,43.0,70,90,13.8,overcast clouds
532,Vadinsk,RU,53.6916,43.0574,38.66,86,92,7.9,overcast clouds
533,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.2,51,40,9.22,scattered clouds
534,Aksha,RU,50.2814,113.2867,31.96,43,90,8.75,overcast clouds
535,Mulege,MX,26.8833,-111.9833,81.64,29,14,5.91,few clouds
536,Hemsedal,NO,60.8629,8.5534,28.99,54,1,4.0,clear sky
537,Yasnogorsk,RU,54.4803,37.6975,41.41,54,6,6.02,clear sky
538,Toamasina,MG,-18.1667,49.3833,78.8,89,40,4.61,light rain
539,Wattegama,LK,6.7989,81.4808,74.73,90,35,2.33,scattered clouds
540,Disna,BY,55.568,28.1971,44.49,85,100,7.85,overcast clouds
541,Mehamn,NO,71.0357,27.8492,27.81,77,93,16.71,overcast clouds
542,Troitskoye,RU,52.9821,84.6757,31.12,90,32,8.93,scattered clouds
543,Sambava,MG,-14.2667,50.1667,77.54,86,100,8.3,light rain
544,Cumana,VE,10.4635,-64.1775,71.6,100,100,13.8,overcast clouds
545,Anshun,CN,26.25,105.9333,50.2,97,100,3.8,overcast clouds
546,Naifaru,MV,5.4444,73.3657,83.79,66,29,4.05,scattered clouds
547,Waddan,LY,29.1614,16.139,71.6,25,60,15.7,broken clouds
548,Barabinsk,RU,55.3571,78.357,33.3,95,100,6.44,overcast clouds
549,Buala,SB,-8.145,159.5921,78.69,83,99,4.7,light rain
550,Yar-Sale,RU,66.8333,70.8333,30.09,92,64,12.06,broken clouds
551,Kaeo,NZ,-35.1,173.7833,62.01,97,52,3.02,broken clouds
552,Fort Nelson,CA,58.8053,-122.7002,10.4,72,90,11.5,snow
553,Providencia,MX,28.7167,-111.5833,82.0,53,27,11.01,scattered clouds
554,Xicotencatl,MX,23.0167,-98.8833,90.0,63,0,3.0,clear sky
555,Bambanglipuro,ID,-7.95,110.2833,79.38,84,100,2.98,heavy intensity rain
556,Watertown,US,42.3709,-71.1828,75.0,49,1,6.8,clear sky
557,Kawalu,ID,-7.3817,108.2082,73.02,97,100,2.84,overcast clouds
558,Namie,JP,37.4833,141.0,37.0,93,4,5.06,clear sky
559,Dzhebariki-Khaya,RU,62.2167,135.8,19.94,95,100,7.76,light snow
560,Las Vegas,US,36.175,-115.1372,73.0,10,1,8.05,clear sky
561,Dubti,ET,11.7361,41.0853,95.63,21,4,10.8,clear sky
562,Presque Isle,US,46.6811,-68.0159,57.2,44,1,3.44,clear sky
563,Xining,CN,36.6167,101.7667,38.12,96,100,3.69,overcast clouds
564,La Ronge,CA,55.1001,-105.2842,35.6,55,100,9.22,overcast clouds
565,Elliot Lake,CA,46.3834,-82.6331,57.2,72,1,6.91,clear sky
566,Upata,VE,8.0086,-62.3989,79.0,83,96,4.88,overcast clouds
567,Taree,AU,-31.9,152.4667,59.0,77,3,5.37,clear sky
568,Walvis Bay,NA,-22.9575,14.5053,77.0,56,0,7.0,clear sky
569,Pemangkat,ID,1.1667,108.9667,79.36,81,80,4.54,broken clouds
570,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,90.32,46,49,10.51,scattered clouds
571,Ambilobe,MG,-13.2,49.05,75.24,89,73,3.02,broken clouds
572,Luderitz,NA,-26.6481,15.1594,75.87,50,0,7.63,clear sky
573,Jizan,SA,17.3333,42.6667,86.0,51,40,10.36,scattered clouds
574,Salalah,OM,17.0151,54.0924,82.4,74,20,8.05,few clouds
575,Santa Lucia,ES,27.9117,-15.5407,72.0,60,20,18.41,few clouds
576,Umea,SE,63.8284,20.2597,34.0,93,40,3.44,snow
577,Bandrele,YT,-12.9067,45.1914,78.8,89,100,5.68,overcast clouds
578,Poya,NC,-21.35,165.15,75.99,93,100,7.45,overcast clouds
579,Redmond,US,47.674,-122.1215,44.01,79,91,2.48,overcast clouds
580,Aleksandrovka,UA,46.8383,32.7612,50.0,34,0,4.47,clear sky
581,Cap Malheureux,MU,-19.9842,57.6142,80.01,75,99,7.0,overcast clouds
582,Kemijarvi,FI,66.7131,27.4306,30.18,90,100,12.73,overcast clouds
583,Marsh Harbour,BS,26.5412,-77.0636,76.14,63,2,16.98,clear sky
584,Shitanjing,CN,39.2342,106.3439,49.91,76,100,6.8,overcast clouds
585,Shingu,JP,33.7333,135.9833,47.35,83,57,6.31,broken clouds
586,Pontal Do Parana,BR,-25.6533,-48.5128,84.99,38,20,4.61,few clouds
587,Viedma,AR,-40.8135,-62.9967,67.24,43,100,4.92,overcast clouds
588,Iesolo,IT,45.5331,12.6448,57.0,71,0,10.36,clear sky
589,Novopokrovka,UA,49.8425,36.5477,50.0,32,0,6.71,clear sky
590,Schwedt,DE,53.0596,14.2815,48.0,48,100,1.99,overcast clouds
591,Bolitoc,PH,15.7395,119.8769,78.87,77,29,3.02,scattered clouds
592,Farafangana,MG,-22.8167,47.8333,76.77,81,73,3.62,broken clouds
593,Tecolutla,MX,20.4833,-97.0167,89.6,55,1,9.22,clear sky
594,Anyksciai,LT,55.5256,25.1026,41.76,85,100,4.38,light rain
595,Port Victoria,KE,0.0939,33.9756,72.72,74,96,8.39,light rain
596,Ahipara,NZ,-35.1667,173.1667,63.5,93,24,0.54,few clouds
597,Ereymentau,KZ,51.6199,73.1033,30.65,89,37,13.18,scattered clouds
598,Quetta,PK,30.199,67.0097,67.33,16,34,5.39,scattered clouds
599,Faranah,GN,10.0404,-10.7434,102.24,16,54,0.65,broken clouds
600,Grindavik,IS,63.8424,-22.4338,32.0,86,90,16.11,overcast clouds
601,Elat,IL,29.5581,34.9482,68.0,32,0,13.8,clear sky
602,Shipunovo,RU,52.1582,82.2173,32.32,93,10,14.74,clear sky
603,Xichang,CN,27.8964,102.2634,55.8,74,5,5.03,clear sky
604,Marzuq,YE,14.4,46.4667,70.54,41,2,9.48,clear sky
605,Lakatoro,VU,-16.0999,167.4164,77.79,87,100,4.68,overcast clouds
606,Filingue,NE,14.3521,3.3168,104.7,4,36,8.79,scattered clouds
607,Okato,NZ,-39.2,173.8833,61.0,96,46,1.99,scattered clouds
608,Neya,RU,58.2972,43.8681,31.37,91,2,5.03,clear sky
609,Aconibe,GQ,1.2968,10.9369,71.19,93,95,4.27,moderate rain
610,Cockburn Town,TC,21.4612,-71.1419,80.6,47,40,12.66,scattered clouds
611,Port-Cartier,CA,50.0334,-66.8654,43.0,38,20,9.22,few clouds
612,Waingapu,ID,-9.6567,120.2641,76.84,80,1,4.7,clear sky
613,Marawi,PH,7.9986,124.2928,78.01,88,100,8.01,light rain
614,Tortoli,IT,39.9256,9.6572,59.0,94,90,17.27,overcast clouds
615,Dawson Creek,CA,55.7666,-120.2362,19.4,63,90,21.85,light snow
616,Shimoda,JP,34.6667,138.95,48.0,51,99,5.01,overcast clouds
617,Nemuro,JP,43.3236,145.575,34.41,77,14,7.67,few clouds
618,Lompoc,US,34.6391,-120.4579,54.0,76,98,18.41,overcast clouds
619,Ballina,AU,-28.8667,153.5667,62.6,88,8,5.75,clear sky
620,Kazanskaya,RU,45.4106,40.4361,42.01,82,100,1.16,heavy intensity rain
621,Chilca,PE,-12.5211,-76.7372,73.4,73,0,9.22,clear sky
622,Isabela,PH,6.7085,121.9711,79.93,81,84,3.51,broken clouds
623,Kerman,IR,30.2832,57.0788,73.4,17,40,11.5,scattered clouds
624,Ucluelet,CA,48.9329,-125.5528,43.0,81,20,8.05,few clouds
625,Teknaf,BD,20.8624,92.3058,76.8,88,20,5.99,few clouds
626,San Policarpo,PH,12.1791,125.5072,79.34,80,98,10.2,overcast clouds
627,San Vicente,AR,-26.6167,-54.1333,87.39,30,45,5.37,scattered clouds
628,Mahibadhoo,MV,3.7833,72.9667,83.17,74,16,8.21,few clouds
629,Vulcan,RO,45.3833,23.2667,39.61,75,37,0.25,scattered clouds
630,Khajuraho,IN,24.85,79.9333,88.68,9,18,4.79,few clouds
631,Baicheng,CN,45.6167,122.8167,53.76,46,100,7.11,overcast clouds
632,Belaya Gora,RU,68.5333,146.4167,-28.55,99,45,4.85,scattered clouds
633,Wurzen,DE,51.3667,12.7333,46.99,87,20,10.36,few clouds
634,Rorvik,NO,64.8621,11.2373,39.34,67,96,18.7,light rain
635,Inhambane,MZ,-23.865,35.3833,80.6,61,20,4.61,few clouds
636,Yumen,CN,40.2833,97.2,52.48,36,56,10.67,broken clouds
637,Luxor,EG,25.6989,32.6421,75.2,16,0,9.22,clear sky
638,Basoko,CD,1.2391,23.616,77.9,76,98,3.91,overcast clouds
639,Antalaha,MG,-14.9003,50.2788,75.9,89,99,7.02,light rain
640,Karpathos,GR,35.507,27.2132,55.4,47,0,25.32,clear sky
641,Whitehorse,CA,60.7161,-135.0538,-2.99,71,90,9.22,snow
642,Ardakan,IR,32.31,54.0175,77.0,19,40,2.3,scattered clouds
643,Qatana,SY,33.4354,36.0815,48.2,57,75,17.27,broken clouds
644,Benoy,TD,8.9833,16.3199,96.82,22,98,6.29,overcast clouds
645,Bucerias,MX,20.75,-105.3333,78.8,69,1,3.44,clear sky
646,Esmeraldas,BR,-19.7625,-44.3139,80.6,39,20,5.75,few clouds
647,Simga,IN,21.6333,81.7,82.4,47,40,8.05,haze
648,Bo Phloi,TH,14.3236,99.5161,86.0,64,14,2.91,few clouds
649,Kashi,CN,39.4547,75.9797,57.2,26,0,4.47,clear sky
650,Hangu,CN,39.2489,117.7892,59.0,67,95,10.89,haze
651,Aljezur,PT,37.3191,-8.8033,63.3,77,15,12.06,few clouds
652,Yenagoa,NG,4.9247,6.2642,85.44,63,97,8.16,overcast clouds
653,Bereda,ES,43.2686,-7.5406,53.01,96,100,8.99,overcast clouds
654,Tanout,NE,14.9709,8.8879,97.11,3,12,8.55,few clouds
655,Campoverde,PE,-8.4753,-74.8058,73.4,100,90,4.61,moderate rain
656,Blagoveshchensk,RU,50.2667,127.5333,37.4,87,40,6.71,scattered clouds
657,Komsomolskiy,UZ,40.4272,71.7189,57.2,41,0,6.91,clear sky
658,Luganville,VU,-15.5333,167.1667,76.21,89,100,4.83,overcast clouds
659,Hengshui,CN,37.7322,115.7011,58.77,37,67,12.08,light rain
660,Santa Cruz,BO,-17.8,-63.1667,82.4,74,40,17.27,scattered clouds
661,Omsukchan,RU,62.5333,155.8,-7.4,99,100,4.85,overcast clouds
662,Agadez,NE,19.75,10.25,93.36,4,0,8.66,clear sky
663,Tselinnoye,RU,53.0833,85.6667,27.75,89,10,6.87,clear sky
664,Hualmay,PE,-11.0964,-77.6139,73.92,75,100,7.76,overcast clouds
665,Novyy Urengoy,RU,66.0833,76.6333,32.83,84,100,13.31,overcast clouds
666,Polyarnyy,RU,69.1989,33.4478,33.8,80,75,8.95,light rain and snow
667,Ambalavao,MG,-21.8333,46.9333,63.81,91,75,3.49,broken clouds
668,Lobva,RU,59.1854,60.5185,37.44,99,100,1.5,overcast clouds
669,Latung,PH,5.5,120.8833,83.1,70,99,2.62,overcast clouds
670,Iquique,CL,-20.2208,-70.1431,69.8,56,0,8.05,clear sky
671,Phan Thiet,VN,10.9333,108.1,77.54,82,68,10.85,broken clouds
672,Brugg,CH,47.481,8.2087,60.01,44,100,1.01,overcast clouds
673,North Bend,US,43.4065,-124.2243,48.0,81,90,8.05,overcast clouds
674,Santiago,CL,-33.4569,-70.6483,71.01,55,40,3.58,scattered clouds
